File,Field Type,Level,Field,Format,Length,Short,Descriptor,Comments,Values
ADC-CHANGE-CONTROL,,2,FAC-INIT-COPY-TIME,N,6,BD,,The date the ADC was copied to test to be changed. (Format: HHMMSS),
ADC-CHANGE-CONTROL,GR,1,FAC-RTRN-GRP,,0,CA,,THE DATE AND TIME THE ADC WAS REPLACED IN PRODUCTION.,
ADC-CHANGE-CONTROL,,2,FAC-RTRN-DATE,N,8,CB,,The date the ADC was replaced in production. Format: YYYYMMDD,
ADC-CHANGE-CONTROL,,2,FAC-RTRN-TIME,N,8,CC,,The time of day the ADC was replaced in production. Format: HHMMSS,
ADC-CHANGE-CONTROL,,1,FAC-DIR-CALL-TRLR-CTR,N,2,DA,,DIRECT CALL TRAILER COUNTER TO KEEP TRACK OF THE NUMBER DIRECT CALLS THAT WERE ORIGI- NALLY IN PRODUCTION.,
ADC-CHANGE-CONTROL,MU,1,FDT-DIR-CALL-ID,A,8,AD,,The ADABAS direct call that uses a particular record definition (ADC).,
ADC-CHANGE-CONTROL,SP,1,FAC-ADC-STAT-UID,A,17,SA,D,SUPER DESCRIPTOR CONTAINING: 1) ADC MEMBER NAME (1-8) 2) STATUS (1-1) 3) USER-ID (1-8),
ADC-CHANGE-CONTROL,SP,1,FAC-UID-STAT-ADC,A,17,SB,D,SUPER DESCRIPTOR USED TO LOCATE ALL ADC BELONGING TO A USER-ID,
COPYCODE-TABLE,GR,1,FDT-ADC-RDC-GRP,,0,AA,,THIS GROUP CONTAINS THE FIELDS USED TO IDENTIFY RECORDS FOR AN APPLICATION.,
COPYCODE-TABLE,,2,FDT-REC-DEFNTN-ID,A,8,AB,D,The record definition name used in an ADABAS Direct call or by a program. (Eg: ADCFSTA1  or SGLT3),
COPYCODE-TABLE,,2,FDT-REC-DEFNTN-CD,A,1,AC,,This field identifies if the record definition has to be defined in PREDICT. Values are: Y or N,
COPYCODE-TABLE,GR,1,FDT-XREF-GRP,,0,BA,,This group identifies the associated direct call(s)  program(s)  and the status of the ADABAS direct call(s).,
COPYCODE-TABLE,MU,2,FDT-DIR-CALL-ID,A,8,BC,D,The ADABAS direct call that uses a particular record definition (ADC).,
COPYCODE-TABLE,MU,2,FDT-PRGM-ID,A,8,BD,D,The program-id of the program that uses a particular record definition.,
EDI-ADV-SHPMNT-NOTICE,GR,1,FASN-HDR-GRP,,0.0,ZA,,This group of fields is set on every record.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-INTERCHG-ID,A,17.0,AA,,The interchanges sender id. This is sent in the ISA06 element and will be stored on every record.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-CTRL-NO,N,25.0,AB,,A control number used to uniquely identify a group of related records.  The number consists of the EDI ISA control number  date and time.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-TYP-CD,A,2.0,AC,,The record type as sent in the HL03 element. Valid values: 'S'  - Shipment 'UT' - Unit Load 'O'  - Order 'T'  - Tare 'P'  - Pack 'I'  - Item,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-LVL-NO,N,5.0,AD,,The hierarchical ID number.  A number sent in the HL01 segment used to identify a particular data segment in the hierarchical structure.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-PARENT-LVL-NO,N,5.0,AE,,The hierarchical ID number of the parent record.  A number sent in the HL02 segment used to identify the next higher hierarchical data segment.,
EDI-ADV-SHPMNT-NOTICE,GR,1,FASN-SHIPMENT-GRP,,0.0,ZB,,,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-BOL-ID,A,30.0,AR,,The bill of lading number. It is sent in the REF segment at the shipment level with a qualifier BM.  There is only one bill of lading number per ASN.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-SHPMNT-ID,A,30.0,AT,,A unique control number assigned by the original shipper to identify a specific shipment.  The field is sent in the BSN02 segment.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-FMT-CD,A,1.0,AU,,A code indicating the hierarchical application structure of the ASN. Valid Values: '1' - Pick and Pack Structure '2' - Standard Pack,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-SENT-DATE,N,8.0,BU,,The date that the ASN was sent from the supplier.  This date is the date found on the GS segment.  It may include a time zone change.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-SENT-TIME,N,7.0,BV,,The time that the ASN was sent from the supplier.  This time is the time found on the GS segment.  It may include a time zone change.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-PROC-DATE,N,8.0,BW,,The date that the ASN was received and added to our file of ASNs.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-PROC-TIME,N,7.0,BX,,The time that the ASN was received and added to our file of ASNs.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-SHP-DATE,N,8.0,AY,,The date this bill of lading will be shipped.  The ship date is sent on the advance ship notice (ASN) transaction.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-DELV-DATE,N,8.0,AV,,The date the shipment is to be delivered to the warehouse. This is sent at the shipment level in the DTM02 element with a qualifier 067.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-SHPMNT-GROSS-WGHT,NS,7.03,AZ,,The gross weight of the shipment in KG.  This is sent at the shipment level in the TD107 element.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-SHPMNT-GROSS-VOL,N,7.03,BA,,The gross volume of the shipment.  This is sent at the shipment level in the TD109 segment.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-ROUTE-SEQ-CD,A,2.0,BB,,A code descibing the relationship of a carrier to a specific shipment movement. This is sent at the shipment level in the TD501 element.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-CARR-QLFY-CD,A,2.0,BC,,"A qualifying code used to indicate the method used to identify the carrier.  We are expecting the code to be ""2"" which means the carrier would be identified by a standard carrier alpha code (SCAC). This is sent at the shipment level in the TD502 element.",
EDI-ADV-SHPMNT-NOTICE,,2,FASN-CARR-ID,A,80.0,BD,,The carrier used to send us the shipment.  This code is identified using the method described in the FASN-CARR-QLFY-CD. This is sent at the shipment level in the TD503 element.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-TRNSP-TYP-CD,A,2.0,BE,,"The type of transportation for the shipment.  This is sent at the shipment level in the TD504 element. Valid Values: ""H"" - Customer Pickup ""M"" - Motor (Common Carrier) ""R"" - Rail",
EDI-ADV-SHPMNT-NOTICE,,2,FASN-ROUTE-INFO,A,35.0,BF,,A free-form description of the routing or requested routing for the shipment.  This is sent at the shipment level in the TD505 element.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-EQUIP-CD,A,2.0,BG,,A code identifying the type of equipment used for the shipment.  This is sent at the shipment level in the TD301 element. Valid Values: CV - Closed Van FT - Flat Bed Trailer RT - Controlled Temperature      Trailer (Reefer) TL - Trailer (not otherwise      specified),
EDI-ADV-SHPMNT-NOTICE,,2,FASN-EQUIP-ID,A,14.0,BH,,The equipment number.  This is sent at the shipment level in the TD302 and TD303 elements.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-PROBILL-ID,A,30.0,AW,,"The probill number.  In most cases we will not get this on the ASN.  This is sent at the shipment level in the REF02 element with a qualifier ""CN"".",
EDI-ADV-SHPMNT-NOTICE,,2,FASN-DUNS-ID,A,17.0,BI,,The ship from duns number. This is sent at the shipment level in the N104 element.,
EDI-ADV-SHPMNT-NOTICE,PE,1,FASN-SHPMNT-PKG-TBL,,0.0,FA,,The shipment package code and corresponding quantity table.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-SHPMNT-PKG-CD,A,5.0,FB,,A code identifying the type of package.  This is sent at the shipment level in the TD101 element.  This code corresponds to the FASN-SHPMNT-QTY field.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-SHPMNT-PKG-QTY,PS,7.0,FC,,The number of packages shipped where a package is described in the FASN-SHPMNT-QLFY-CD. This field is sent at the shipment level in the TD102 element.,
EDI-ADV-SHPMNT-NOTICE,GR,1,FASN-UNIT-LOAD-GRP,,0.0,ZC,,The group of fields at the unit load level.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-UNIT-LOAD-EQUIP-CD,A,2.0,BS,,A code identifying the type of equipment used for the shipment.  This is sent at the unit load level in the TD301 seqment. Valid Values: 20 - 20 ft. IL Container      (open top) 2b - 20 ft. IL Container      (closed bottom) 40 - 40 ft. IL container      (open top) 4b - 40 ft. IL container      (closed bottom) CN - Container CZ - Refrigerated container,
EDI-ADV-SHPMNT-NOTICE,PE,1,FASN-UNIT-LOAD-SSCC18-TBL,,0.0,IA,,A table of qualifiers and codes used to identify the unit load.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-UNIT-LOAD-SSCC18-QLFY-CD,A,2.0,IB,,asdf,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-UNIT-LOAD-SSCC18-ID,A,20.0,IC,,The serial shipping container code.  This is sent at the unit load level in the MAN02 element.,
EDI-ADV-SHPMNT-NOTICE,GR,1,FASN-ORDR-GRP,,0.0,ZD,,The group of fields at the order level.,
EDI-ADV-SHPMNT-NOTICE,,2,FPO-NO,N,7.0,AH,,Purchase Order Number An identifying number assigned to each purchase order.,
EDI-ADV-SHPMNT-NOTICE,,2,FCSS-ROUTE-ID,A,12.0,AI,,A unique number used to group all purchase orders on truck together.  This number is used when downloading POs to priya. Valid values: Cal C000000 - C999999 Edm E000000 - E999999 Wpg W000000 - W999999 Stn S000000 - S999999 ****************************,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-UPLD-CD,A,1.0,AJ,,"A code to indicate if the ASN has been uploaded to PRIYA or used in a compare report to see if what is received equals what ASN says was sent Valid Values: ""Y"" - Yes uploaded or report "" "" - No not uploaded or rpt",
EDI-ADV-SHPMNT-NOTICE,,2,FASN-ORDR-GROSS-WGHT,NS,7.03,BJ,,The gross weight of the purchase order in KG.  This is sent at the order level in the TD107 element.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-ORDR-GROSS-VOL,N,7.03,BK,,The gross volume of the purchase order.  This is sent at the order level in the TD109 segment.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-ORDR-STAT-CD,A,1.0,CD,,A code to indicate if the order status code for this purchase order has been sent at the item level for each item. It is sent in the TD06. Valid Values: 'Y' - Yes code sent 'N' - No code sent,
EDI-ADV-SHPMNT-NOTICE,,2,FCM-NO,N,6.0,BL,,The account number of a customer with FCL. * Please note this number does not include the retail check digit.,
EDI-ADV-SHPMNT-NOTICE,,2,FCM-LOC-NO,N,3.0,BM,,Customer location identifies each facility associated with the FCL customer number. Assigned by FCL. 00 - Identifies constant      (Parent or Accounting)      information. 01 THRU 999 -      identifies each of      the customers physical      (Ship to) locations.,
EDI-ADV-SHPMNT-NOTICE,,2,FCM-DPT-NO,U,3.0,BN,,A number assigned to identify a customer department number within a customer location.,
EDI-ADV-SHPMNT-NOTICE,PE,1,FASN-ORDR-PKG-TBL,,0.0,GA,,The order package code and corresponding quantity table.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-ORDR-PKG-CD,A,5.0,GB,,A code identifying the type of package.  This is sent at the order level in the TD101 element.  This code corresponds to the FASN-ORDR-QTY field.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-ORDR-PKG-QTY,PS,7.0,GC,,The number of packages shipped where a package is described in the FASN-ORDR-QLFY-CD. This field is sent at the Order level in the TD102 element.,
EDI-ADV-SHPMNT-NOTICE,GR,1,FASN-PALLET-GRP,,0.0,CG,,These fields are at the pallet level.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-TIE-NO,N,3.0,AM,,The number of layers per pallet.  This is sent at the tare level in the PAL02 element.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-HI-NO,N,3.0,AN,,The number of pieces (cartons) per layer on the pallet. This is sent at the tare level in the PAL03 element.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-PALLET-TYP-CD,A,12.0,BT,,The type of pallet.  It is sent at the tare level in the PAL01 element. Valid Values: - Aluminum - DOT - As specified by the         Dpt. of transportation - Metal - Standard - Steel - Weed - Slip Sheet,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-PALLET-QTY,PS,6.0,BO,,The number of pieces on the pallet.  This is sent at the tare level in the PAL04 element.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-PALLET-EXCH-CD,A,1.0,AQ,,A code specifying the pallet exchange instructions. Valid Values: 1 - No exchange/No return 2 - Exchange Pallets 3 - Return Pallets 4 - Pallets to be purchased     by customer 5 - Third-party pallet     exchange.,
EDI-ADV-SHPMNT-NOTICE,PE,1,FASN-PALLET-SSCC18-TBL,,0.0,DA,,A table of qualifiers and codes used to identify the pallet.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-PALLET-SSCC18-QLFY-CD,A,2.0,DB,,A code that qualifies the SSCC18 code.  This code is sent at the tare level in the MAN02 element. Valid Values: GM - SSCC-18,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-PALLET-SSCC18-ID,A,20.0,DC,,The serial shipping container code.  This is sent at the tare level in the MAN02 element.,
EDI-ADV-SHPMNT-NOTICE,GR,1,FASN-PK-GRP,,0.0,ZE,,,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-PK-QTY,PS,7.0,AK,,The qty of the corresponding measure code shipped.  This is sent at the pack level in the SN102 element.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-PK-MEAS-CD,A,2.0,AL,,A code specifying what unit of measure the corresponding quantity is expressed.  This is sent at the pack level in the SN102 element.,
EDI-ADV-SHPMNT-NOTICE,PE,1,FASN-PK-PKG-TBL,,0.0,HA,,The pack level package code and the corresponding quantity table.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-PK-PROD-QLFY-CD,A,2.0,HB,,A qualifying code identifying the type of product identification code.  This is sent at the pack level in the LIN02 element. Valid Values: LT - Lot number UA - UPC/EAN Case Code (2-5-5) UK - UPC/EAN Shipping Containr      Code (1-2-5-5-1),
EDI-ADV-SHPMNT-NOTICE,,2,FASN-PK-PROD-ID,A,20.0,HC,,The identifying number for the product.  The type of identifying number is indicated in the corresponding qualifying code.  This is sent at the pack level in the LIN03 element.,
EDI-ADV-SHPMNT-NOTICE,PE,1,FASN-PK-SSCC18-TBL,,0.0,EA,,A table of qualifiers and codes used to identify the pack/case.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-PK-SSCC18-QLFY-CD,A,2.0,EB,,A code that qualifies the SSCC18 code.  This code is sent at the pack level in the MAN02 element. Valid Values: GM - SSCC-18 UC - UPC shipping container cd UP - UPC Consumer Package Code,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-PK-SSCC18-ID,A,20.0,EC,,The serial shipping container code.  This is sent at the pack level in the MAN02 element.,
EDI-ADV-SHPMNT-NOTICE,GR,1,FASN-ITEM-GRP,,0.0,ZF,,These fields are at the item level.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-ITEM-QTY,PS,7.0,AS,,The qty of the corresponding measure code shipped.  This is sent at the item level in the SN102 element.,
EDI-ADV-SHPMNT-NOTICE,,2,FPO-REC-SEQ-NO,PS,3.0,BZ,,RECORD SEQUENCE ON P.O. *,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-ITEM-MEAS-CD,A,2.0,AG,,A code specifying what unit of measure the corresponding quantity is expressed.  This is sent at the item level in the SN102 element.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-ITEM-DESC,A,80.0,AX,,The item description.  This is sent at the item level in the PID05 element.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-SPEC-HAND-CD,A,3.0,BP,,A code specifying special transportation handling instructions.  This is sent at the item level in the TD401 element.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-DG-QLFY-CD,A,1.0,BQ,,A code which qualifies the hazardous material class code. This is sent at the item level in the TD401 element. Valid Values: 9 - Title 49  code of federal     regulations (CFR) U - United Nations,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-DG-CLASS-CD,A,4.0,BR,,A code specifying the kind of hazard for a material. This code corresponds with the qualifying code.  This is sent at the item level in the TD403 element.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-LOT-ID,A,30.0,AO,,"The lot number.  This is sent at the item level in the REF02 element with a ""LT"" qualifier.",
EDI-ADV-SHPMNT-NOTICE,,2,FASN-PROD-EXP-DATE,N,8.0,AP,,"The expiration date of the product.  This is sent at the item level in the DTM02 field with a qualifier ""036"".",
EDI-ADV-SHPMNT-NOTICE,,2,FASN-ITEM-STAT-CD,A,2.0,CE,,The item status sent in the TD06 element. Valid Values: BP - Partial shipment the      rest will be shipped on      another truck. CC - Full shipment CP - Partial shipment there      will be no backorder DE - Item cancelled off po      temporally unavailable IC - Item cancelled off po      no longer available,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-BOL-CALC-CD,A,2.0,CF,,A code to indicate how the BOL quantity was calculated.,
EDI-ADV-SHPMNT-NOTICE,PE,1,FASN-ITEM-PROD-TBL,,0.0,CA,,A table of qualifiers and codes used to identify the product.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-ITEM-PROD-QLFY-CD,A,2.0,CB,,A qualifying code identifying the type of product identification code.  This is sent at the item level in the LIN02 element.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-ITEM-PROD-ID,A,20.0,CC,,The identifying number for the product.  The type of identifying number is indicated in the corresponding qualifying code.  This is sent at the item level in the LIN03 element.,
EDI-ADV-SHPMNT-NOTICE,PE,1,FASN-PALLET-DISTR-TBL,,0.0,JA,,A table of how this pallet is to distributed to the various regions.,
EDI-ADV-SHPMNT-NOTICE,,2,FASN-RGN-QTY,PS,5.0,JC,,The quantity on this pallet that is to be sent to this region.,
EDI-ADV-SHPMNT-NOTICE,SP,1,FASN-INTERCHG-CTRL-TYP,A,44.0,S1,D,Superdescriptor FASN-INTERCHG-ID FASN-CTRL-NO FASN-TYP-CD,
EDI-ADV-SHPMNT-NOTICE,SP,1,FASN-INTERCHG-CTRL-LVL,A,47.0,S2,D,superdescriptor FASN-INTERCHG-ID FASN-CTRL-NO FASN-LVL-NO,
EDI-ADV-SHPMNT-NOTICE,SP,1,FASN-INTERCHG-CTRL-PARENT-LVL,A,47.0,S3,D,Superdescriptor FASN-INTERCHG-ID FASN-CTRL-NO FASN-PARENT-LVL-NO,
EDI-ADV-SHPMNT-NOTICE,SP,1,FASN-INTERCHG-CTRL-PO-ITEM,A,56.0,S4,D,Super descriptor - fasn-interchg-id - fasn-ctrl-no - fpo-no - fim-no,
EDI-ADV-SHPMNT-NOTICE,SP,1,FASN-PO-TYP,A,9.0,S5,D,Superdescriptor - fpo-no - fasn-typ-cd,
EDI-ADV-SHPMNT-NOTICE,SP,1,FASN-TYP-INTERCHG-CTRL,A,44.0,S6,D,Super descriptor: - fasn-typ-cd - fasn-interchg-id - fasn-ctrl-no,
BRIC-RTL-VOL-HISTORY,,1,GEN-LAST-UPDT-DATE-TIME,T,0.0,AA,,This field is used to hold DATE & TIME for record contention processing.,
BRIC-RTL-VOL-HISTORY,,1,RBVS-REC-CD,A,1.0,AB,,Code used to identify if the weekly rec has been run or not for this week. * Values are:    _ Weekly Rec Not Run Yet C  _ Weekly Rec Run,
BRIC-RTL-VOL-HISTORY,,1,RBVS-RECV-OVRD-CD,A,1.0,BF,,This code tells whether the receivings were sent by the receiving book or manually keyed. Valid Values Y - Receiving Book Blank - Manually Keyed,
BRIC-RTL-VOL-HISTORY,,1,FCM-NO,N,6.0,AC,,The account number of a customer with FCL. * Please note this number does not include the retail check digit.,
BRIC-RTL-VOL-HISTORY,,1,FCM-LOC-NO,N,3.0,AD,,Customer location identifies each facility associated with the FCL customer number. Assigned by FCL. 00 - Identifies constant      (Parent or Accounting)      information. 01 THRU 999 -      identifies each of      the customers physical      (Ship to) locations.,
BRIC-RTL-VOL-HISTORY,,1,FPPM-NO,N,7.0,AE,,The FCL Petroleum product item number.,
BRIC-RTL-VOL-HISTORY,,1,RBVS-INCL-FPPM-NO,N,7.0,BE,,The product number to link for reconciliation purposes. In other words  the product actually stored at this location.,
BRIC-RTL-VOL-HISTORY,GR,1,RBVS-DATE-GRP,,0.0,AZ,,,
BRIC-RTL-VOL-HISTORY,,2,RCAL-FISC-YR,N,4.0,AW,,This is the retail's fiscal year in which the period/ week etc relate to.,
BRIC-RTL-VOL-HISTORY,,2,RCAL-YR-PRD,N,2.0,AX,,This is the Period number of this year.,
BRIC-RTL-VOL-HISTORY,,2,RCAL-YR-WK,N,2.0,AY,,This is the WEEK of the year.,
BRIC-RTL-VOL-HISTORY,GR,1,RBVS-KEYED-GRP,,0.0,BJ,,,
BRIC-RTL-VOL-HISTORY,,2,RBVS-KEYED-DATE,N,8.0,BG,,This is the date the record was updated.,
BRIC-RTL-VOL-HISTORY,,2,RBVS-KEYED-TIME,N,7.0,BH,,This is the time the record was updated.,
BRIC-RTL-VOL-HISTORY,,2,RBVS-USER-ID,A,8.0,BI,,The last person that updated this retails recievings or actual inventory.,
BRIC-RTL-VOL-HISTORY,GR,1,RBVS-SHRT-GRP,,0.0,BA,,,
BRIC-RTL-VOL-HISTORY,,2,RBVS-WK-SHRT-QTY,PS,8.03,AF,,This is the amount short per week.,
BRIC-RTL-VOL-HISTORY,,2,RBVS-PRD-SHRT-QTY,PS,8.03,AG,,This is the amount short per period.,
BRIC-RTL-VOL-HISTORY,,2,RBVS-YTD-SHRT-QTY,PS,8.03,AH,,This is the amount short for the fiscal year.,
BRIC-RTL-VOL-HISTORY,GR,1,RBVS-THRUPUT-VOL,,0.0,BB,,,
BRIC-RTL-VOL-HISTORY,,2,RBVS-WK-THRUPUT-VOL,PS,8.03,AI,,This field holds the weeks total throughput.,
BRIC-RTL-VOL-HISTORY,,2,RBVS-PRD-THRUPUT-VOL,PS,8.03,AJ,,This field holds the periods total throughput.,
BRIC-RTL-VOL-HISTORY,,2,RBVS-YTD-THRUPUT-VOL,PS,8.03,AK,,This field holds the fiscal years total throughput.,
BRIC-RTL-VOL-HISTORY,GR,1,RBVS-TRNSF-VOL-GRP,,0.0,BC,,,
BRIC-RTL-VOL-HISTORY,,2,RBVS-TRNSF-IN-WK-VOL,PS,8.03,AL,,This is the total throughput for the week that was transfered into this retail from another retail or location.,
BRIC-RTL-VOL-HISTORY,,2,RBVS-TRNSF-OUT-WK-VOL,PS,8.03,AM,,This is the total throughput for the week that was transfered from this retail to another retail or location.,
BRIC-RTL-VOL-HISTORY,,2,RBVS-TRNSF-IN-PRD-VOL,PS,8.03,AN,,This is the total throughput for the period that was transfered into this retail from another retail or location.,
BRIC-RTL-VOL-HISTORY,,2,RBVS-TRNSF-OUT-PRD-VOL,PS,8.03,AO,,This is the total throughput for the period that was transfered from this retail to another retail or location.,
BRIC-RTL-VOL-HISTORY,,2,RBVS-TRNSF-IN-YTD-VOL,PS,8.03,AP,,This is the total throughput for the fiscal year that was transfered into this retail from another retail or location.,
BRIC-RTL-VOL-HISTORY,,2,RBVS-TRNSF-OUT-YTD-VOL,PS,8.03,AQ,,This is the total throughput for the fiscal year that was transfered from this retail to another retail or location.,
BRIC-RTL-VOL-HISTORY,GR,1,RBSS-INVT-GRP,,0.0,BD,,,
BRIC-RTL-VOL-HISTORY,,2,RBVS-WK-STR-INVT-QTY,PS,8.03,AR,,This is carried over from the actual inventory of the last week.,
BRIC-RTL-VOL-HISTORY,,2,RBVS-YTD-STR-INVT-QTY,PS,8.03,AS,,This is carried over from the actual inventory of the last week of the last fiscal year.,
BRIC-RTL-VOL-HISTORY,,2,RBVS-WK-REC-QTY,PS,7.03,AT,,Total volume recieved for the week/product.,
BRIC-RTL-VOL-HISTORY,,2,RBVS-YTD-REC-QTY,PS,8.03,AU,,Total volume recieved since the start of the fiscal year.,
BRIC-RTL-VOL-HISTORY,,2,RBVS-ACT-INVT-QTY,PS,8.03,AV,,Actual inventory level of the product at the end of the week.,
BRIC-RTL-VOL-HISTORY,SP,1,RBVS-CUST-YR-PRD-PROD,B,22.0,S1,D,This super reads by period.,
BRIC-RTL-VOL-HISTORY,SP,1,RBVS-CUST-YR-WK-PROD,B,22.0,S2,D,This super reads by week.,
BRIC-RTL-VOL-HISTORY,SP,1,RBVS-CUST-YR-WK-INCL-PROD,B,22.0,S3,D,This super reads by linked products,
RETAIL-BAKERY,,1,GEN-LAST-UPDT-DATE-TIME,T,0,AA,,This field is used to hold DATE & TIME for record contention processing. *,
RETAIL-BAKERY,,1,FCM-NO,N,6,AC,,The account number of a customer with FCL. * Please note this number does not include the retail check digit.,
RETAIL-BAKERY,,1,FCM-LOC-NO,N,3,AD,,Customer location identifies each facility associated with the FCL customer number. Assigned by FCL. 00 - Identifies constant      (Parent or Accounting)      information. 01 THRU 999 -      identifies each of      the customers physical      (Ship to) locations.,
RETAIL-BAKERY,,1,FRBI-BAKERY-CD,A,1,AE,,A code to determine which items the retail will use. Scratch/Bake-off S - Scratch item B - Bake-off item,
RETAIL-BAKERY,,1,FSSI-NO,N,6,AF,,This field is to reference the ingredient by a number  to link the ingredients to certain items.,
RETAIL-BAKERY,,1,FSSN-NO,N,6,AG,,The nutrifact number that will link the nutrifact with certain items on the IMFS,
RETAIL-BAKERY,PE,1,FIM-LBL-TBL,,0,AH,,This table will hold the different types of labels used by this item,
RETAIL-BAKERY,,2,FIM-SCALE-LBL-TYP-CD,A,1,AI,,This scale label format code will determine if the label is used as a PLU label or as a Nutrifact label. P = PLU N = Nutrifact,
RETAIL-BAKERY,,2,FTCI-LBL-TYP-NO,N,4,AJ,,The label format for ePlum,
RETAIL-BAKERY,PE,1,FIM-LOGO-TBL,,0,AK,,This table will hold all the label types for an item,
RETAIL-BAKERY,,2,FIM-SCALE-LOGO-CD,A,1,AL,,Determine which type of logo is going on the labels R = Regular N = Nutrifact,
RETAIL-BAKERY,,2,FTCI-SCALE-LOGO-NO,N,4,AM,,The logo number that is associated with ePlum,
RETAIL-BAKERY,SP,1,FRBI-CUST-LOC-FIM-NO,B,16,S1,D,Super consisting of: FCM-NO FCM-LOC-NO FIM-NO,
RETAIL-BAKERY,SP,1,FRBI-CUST-LOC-FSSI-NO,B,15,S2,D,Super consisting of FCM-NO FCM-LOC-NO FSSI-NO,
RETAIL-BAKERY,SP,1,FRBI-CUST-LOC-FSSN-NO,B,15,S3,D,Super consists of FCM-NO FCM-LOC-NO FSSn-NO,
PROMO-ITEM,,1,FEI-EVENT-DESC,A,50.0,AA,,A description of the advertising teambook event.,
PROMO-ITEM,,1,FEI-DESC,A,35.0,AB,,The description of a teambook advertising item.,
PROMO-ITEM,,1,FEI-PRC,PS,5.04,AC,,The unit price of the advertising item.,
PROMO-ITEM,,1,FEI-CD,A,2.0,AD,,test The advertising item type indicates whether the item is FLYERS  DISPLAY MATERIAL  REPROS and KITS or other.,
PROMO-ITEM,,1,FEI-ADV-YR,N,4.0,AE,,Contains the year of the advertising item in the teambook system in the format CCYY.,
PROMO-ITEM,,1,FEI-NO,N,6.0,AF,,The advertising item number which was ordered. *,
PROMO-ITEM,,1,FEI-PROM-NO,N,4.0,AG,,This field indicates the Teambook promotion number.,
PROMO-ITEM,,1,FEI-ADV-CHRGOUT-CD,A,1.0,AI,,Signifies if the promotion or an item has been charged out. N - Not Charged P - Preliminary Run F - Final Chargout Run,
PROMO-ITEM,,1,FEI-PROM-REFER-NO,N,4.0,AJ,,Last years teambook promotion number.,
PROMO-ITEM,,1,FEI-PROM-STR-DATE,N,4.0,AM,,The starting date of the advertising promotion.,
PROMO-ITEM,,1,FEI-PROM-STP-DATE,N,4.0,AN,,The last date the teambook promotion is to be run.,
PROMO-ITEM,,1,FEI-COPY-STAT,A,1.0,AP,,The copy status of a promotion in regards to copying it to next year. valid values are: blank - copy completed S - select for copy N - not copied for new year,
